Author,Published At,Comment,Likes
@Ay12707,2025-03-29T05:50:45Z,"Kalo pun itu semua terjadi, kontennya wili ya sudah lah jgn digiring opini bahwa org palembang kesannya buruk,, harus hati2 dalam bertutur kata, niat brbagi malah menyakiti, mau daerah mnapun kalo managemnt buruk ya keos,, contohnya bgi2 smbako bnyak yg rebutan smpe ke injak ada yg smpai mninggal, itu daerah mana? Brrti yg mnyngkut bagi2 ke org bnyak emang hrs di prtimbbgkan, kslhan di orang yg bagi2 juga",0
@Petualang212,2025-03-29T05:50:40Z,"Trus Pemkot plmbg &amp; dr, Richard le masak rendang d plmbg berakhir rusuh itu gmna, bukannya itu sudah di setting biar aman, kq msh rusuh,,",0
@hepintalangarah7981,2025-03-29T05:50:09Z,Setiap pandangan manusia memang beda2 stelah mlihat isi2 konten sobat semuanya.<br>Smoga semua kejadian jdi pelajaran buat kita sebagai konten kreator.<br>Salam sukses,0
@YudiKode,2025-03-29T05:49:38Z,GTW KENAPA GUA PRIBADI GA SUKA SAMA SI &quot; WS &quot; ITU ... ENTAH DARI SIKAP NYA ATAU PULA DARI OMONGANYA  .... KEMARIN MASALAH MRS. BEAST AJA GUA GTW HASILNYA APA ....<br>DI TAMBAH PULA INI MASALAH TENTANG MASAKAN RENDANG 😑 😑 SEPERTI ORANG MENGHINDARI DARI MASALAH BUKAN SI &quot; WS &quot;  ATAU HANYA MEMCARI SENSASI 🤔🤨😑🤐,0
@YogaPra-i1j,2025-03-29T05:49:02Z,Wah Konten baru pemkot palembang tertib ya 😅😅😅,0
@farid5126,2025-03-29T05:47:35Z,"UNSUBREK 😂<br>tinggalin aja,",1
@SapnaHantter29,2025-03-29T05:46:51Z,GK nymbung wiilliieee 😫 kasian itu om Dedy udh ngantuk 😂😂😅,0
@NOVARAHMAYANTI-q2h,2025-03-29T05:46:33Z,Menit 17 nakal wkwk,0
@SapnaHantter29,2025-03-29T05:45:59Z,Trllu bertele2..... Hadeuhhh padahal jwb aja intinya... GK ush d Uray dari awal astaghfirullah.. KLO lagi genting emng bisa y pura2 bodoh...,0
@Doelschannel,2025-03-29T05:45:41Z,Ngomongnya willy gemeteran kemana mana,0
@alveiro8183,2025-03-29T05:45:18Z,Kebelet tp ke mobil makan<br>Manusia mana yg bsa nahan berak/kencing smbil makan,0
@coolbrothers3502,2025-03-29T05:42:33Z,orang kek willie mah gak usah dibela bang bon,0
@Agus12-jf2yr,2025-03-29T05:41:40Z,Penjara aja udah willie😂,0
@bluedid3530,2025-03-29T05:37:37Z,"baru kali ini saya bosan liat pobcash om dedi,karna ada willi salim nya",0
@AnggaSksk,2025-03-29T05:36:32Z,Orang yg takut ketahuan akan mengulangi perkataan yg sama dan mencoba meyakinkan ke pendengar,0
@BabaBubu-t9h,2025-03-29T05:34:41Z,Akun Dana gw ngk bsa di buka njirr........,0
@LixRaa-uc1kh,2025-03-29T05:31:39Z,👍,0
@mindgicnation,2025-03-29T05:30:40Z,Undang band Sukatani om ded,0
@OrangWaras-t2o,2025-03-29T05:29:22Z,WS : HAMA .,1
@SatriaPutramahkota,2025-03-29T05:26:56Z,Gmn ceita ny kebelet ke wc gk jd mlh ke mobil untuk makn dan minum .yah tambah kebelet geh bro 😂 ada2. Ajh,0
@NilamJoko,2025-03-29T05:26:08Z,"Atutut si bobon ini patut di contoh sama kreator yg lain ,",0
@RajaPratama-np1uu,2025-03-29T05:23:18Z,"1 pertanyaan,wille berapa lama waktu yg di butuhkan untuk masak rendang <br>Jawaban wilie bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla panjang dah",0
@JarjitSing-b2b,2025-03-29T05:21:05Z,"Kang drama satu ini emang beda, lihat aja cara dia ngomong berbelit-belit njir pantes orang Palembang pada marah nama baik jdi kecoreng, gw agak curiga sih sama akun2 yg fake di tiktok jangan2?😅",1
@youtubeshortplay,2025-03-29T05:19:22Z,Richard Lee &amp; Pemkot Palembang bagi² rendang. Endingnya Rusuh lagi gimana tuh !?,0
@usmanalwi9248,2025-03-29T05:18:39Z,"Semua konten kreator memang mencari viewers, cuma kalo willy lebih kepada lebay, terlalu mentuhankan konten nya",0
@dekaludiyana5132,2025-03-29T05:16:47Z,Yang dia lakukan pasti setingan,0
@tyofirza7010,2025-03-29T05:12:16Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=2176"">36:16</a> &quot;yaa emang karena gw suka berbagi&quot;puncak komedi wak😂😂",0
@suhaida6573,2025-03-29T05:09:07Z,"Knpa gk dtnggal kamerany 1 , pas masak rendang ny ya?",0
@aansania9236,2025-03-29T05:08:58Z,"willie penipu bosok, dari cara ngomong yg dibuat2 aja udah jhijik",0
@Mrisil_chanel,2025-03-29T05:06:58Z,Blokblokblok,0
@mirasagitaaja1434,2025-03-29T05:04:19Z,Kemana² nih bocah ngomongnya wkwkwk banyak boongnya,0
@Neko-LynxzMLBB,2025-03-29T05:04:13Z,"Kan rendang kalo habis dimasak panas ,kok bisa warga palembang bisa ngambilnya rebutan bingung gw , juga willie juga punya keamanan dan banyak kru kok bisa krunya ga disuruh ngerekam, masa mau liatin willie makan , percuma banyak polisi kalo ga bisa njagain rendang doang",0
@dendyhamzah6471,2025-03-29T05:01:45Z,BANYAK DUIT TAPI GAPUNYA OTAK BUAT APA😭,0
@AanBahtiar-v6i,2025-03-29T05:00:09Z,Apa cuma gw yg mikir.... Klo bobon tuh mirip rocky gerung dimasa muda,0
@RavelRizkijuliano,2025-03-29T04:58:10Z,Siapa yang setuju kak bobon mirip bung Roky gerung?,0
@mbakphuu546,2025-03-29T04:56:40Z,Gue kagak tau siapa itu wili salim,0
@sholehtrey98,2025-03-29T04:56:30Z,Jawaban wili gak nyambung sama pertanyaan bobon ..belat belit,0
@fakervls,2025-03-29T04:56:08Z,Gua nunggu bobon tereak : GOBLOKKK😂😂😂,0
@genzieoioi5197,2025-03-29T04:55:44Z,"Niat awal wilie memang baik untuk membantu bnyk org, tapi ...karena persiapan yang tidak matang dan tidak berpengalaman itu di akui oleh mulut wilie sendiri, dan dia sadar konten nya bakal gagal, jd merencanakan kegagalan agar konten tetap lanjut dan cuan terus mengalir, tanpa berpikir tindakan nya itu dapat merugikan bnyk org pencemaran suku Palembang.<br>Bukan hanya Palembang, bahkan wilie pernah mengatakan bahwa org Indonesia itu mental PENGEMIS",0
@ripkialamsah14,2025-03-29T04:55:40Z,"jjur gw mah gak pernah nonton konten willi salim, kalo nonton konten bang bobon lmyan sering...",0
@IsnayIsnay-m2b,2025-03-29T04:54:24Z,"ketauan dari cara klarifikasi aja bertele tele, apalah salah tinggal ngaku salah sulit banget WS ini🥴",1
@i.c7564,2025-03-29T04:51:33Z,"Berani karna benar, takut karna salah. Jadi dari sini sudah tau kan siapa yang benar benar, siapa yang hanya buatan/sudah di setting sedemikian rupa 🔥",0
@KinantiPutri-e9v,2025-03-29T04:46:11Z,sebenernya burbuat baik itu ngk ada salah nya tapi ko bobon ngk akan pernah terlupaka masak besar pasti orang pertama kita harus berpikir baik ajh  dan hati pahala akan hilang bila kita mengungkit suatu kebaikan  pada siapa pun,0
@HelmiMaulana-j6h,2025-03-29T04:44:30Z,Datang tanpa persiapan <br>Pulang tanpa penghormatan <br>Itu yg di alami Willi 🤦‍♂️,0
@infopenting62,2025-03-29T04:44:03Z,Wili Salim bisa di tuntut sama Palembang gak sich 😅😅 wili hama,0
@yatiyati7830,2025-03-29T04:38:12Z,bamg bobon din wili salim sepwrti ada saingan berat maka nya kata kata bobon seperti itu,0
@eddysantoso9010,2025-03-29T04:37:00Z,Wuih the next beauty and the beast😂,0
@alvredoedosasajua533,2025-03-29T04:36:44Z,"Gampang banget sih. Coba tanyain polisi yg ada, warga yg ada. Terutama pakpolisi tuh, masa pak polisi boong sih ? Gak mungkin dong.",0
@moontonkontol7894,2025-03-29T04:36:40Z,Gwe dukun babon,0
@chocolatoddd,2025-03-29T04:36:33Z,MASI NUNGGU PODCAST WILLIE X BOBON,0
@grink4854,2025-03-29T04:34:49Z,"Ngeneh wil dolan meng kidul bulak, koe tek masak karo kuah cihay",0
@manggarnowinduni,2025-03-29T04:32:20Z,Penjarain aja gaksi,1
@SarinaRina-e7u,2025-03-29T04:26:25Z,Ini baru Bonbon y benar❤,0
@yatiyati7830,2025-03-29T04:25:48Z,padahal ada pak polisi berani banget mengambil daging rendang apatdk takut seharus nya pak polisi paki pistol ancam bagi yg mengambil akan di tembak pasti pada takut tdk berani mengambil,0
@jarotpamungkas412,2025-03-29T04:25:42Z,👍,0
@bocahberbakat7748,2025-03-29T04:24:49Z,KEBELET KE WC ❌<br>KEBELET KE MOBIL MAKAN ✅,0
@Aniki_Gaming007,2025-03-29T04:24:40Z,willi salim kang tipuu,0
@anitataniwijaya1826,2025-03-29T04:23:42Z,Aku curiga willie emang gak mau datang karena akan susah untuk bikin kelihatan nangis kalo cuma suara mah gampang,0
@vunix-real,2025-03-29T04:22:25Z,pembohong publik sedang menekankan bahwa dia berlaga baik. gua bukan orang palembang tapi gua bela palembang. dia aja konten bagi&quot; sama ngemis folower kok tiba tiba jadi masak besar kyk mas bobon. lawak willi. awas aja ancurin nama semarang kali ini. semarang keras will,1
@indahpesek-l3w,2025-03-29T04:21:07Z,Lebih suka konten bobon. Dri pd wilie salim kya setingan gtu,0
@iwaniawan-zs6rp,2025-03-29T04:18:02Z,Suara willy kok gemeteran ya,0
@supini8839,2025-03-29T04:17:34Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=2039"">33:59</a> 🥱",0
@Yudiseptiawan,2025-03-29T04:17:13Z,Berasa koh bobon males ngomong sama willy 😂,1
@kanjuttlyncer78,2025-03-29T04:14:27Z,"Kurang respek dengan jawaban WS . Yang seharusnya di jawab adalah pertanyaan dri mas bobon . Konteks yang di tanya apa jawabnya panjang lebar ., cukup jawab apa yang di tanyakan dahulu baru sisanya bisa lah jelaskan kronologi jikalau memang sudah selesai dgn pertanyaan mas bobon.,yg jelas adalah keteledoran dgn persiapan minim tnp tnya senior apa aja yg di siapkan utk prepare . Lbh baik bertanya daripada tidak samse . Diam bkn solusi jika mslh sudah membesar , alangkah baiknya datang kesana berbicara secara baik baik . Jangan tarik ulur apalagi sampai buat konten lagi kan gk etis punya masalah besar diam dan buat konten lain lagi , jatuhnya lari dari masalah . Warga sana jika WS datang dan berbicara baik baik dengan warga disana mungkin masalah akan bersih karena ada tanggung jawab untuk menyelesaikan masalah yang sudah membesar",0
@HelmiMaulana-j6h,2025-03-29T04:13:50Z,Buat willi kalau lo mau nyontek kegiatan senior lo ya lo harus sering sama senior lo<br>Udh kaya gini kan elo nda mau di sebut setingan nda mau disebut cuman demi konten lo ngorbanin warga palembang,0
@Black-q8h,2025-03-29T04:13:15Z,Oalah Wil Wil...cindo njancok,0
@RusiaRusia-w5l,2025-03-29T04:06:23Z,Semoga Kalimantan Selatan,0
@RusiaRusia-w5l,2025-03-29T04:06:08Z,Kalimantan mana mas bobon,0
@nandangsumaryadi8202,2025-03-29T04:05:44Z,masak rendang dr.richadt  Lee di Palembang rusuh juga.   pengen tahu komen Bobon Santoso,0
@ramadaniramadani9088,2025-03-29T04:04:35Z,"PAS NELEPON KELIATAN BACA, ALASAN NYA BANYAK BGT, EMG UDH DI TULIS DI KERTAS BUAT DIBACA PAS NELEPON😂😂😂",1
@Awesom316,2025-03-29T04:03:48Z,Wilie sedih😢😂,0
@Kemiskinan-c2t,2025-03-29T04:03:21Z,Ga dapet ke WC malah ke mobil,0
@sekai5347,2025-03-29T04:00:57Z,"pas willi ke mobil,<br>kameramen gak ada satupun yg mantau rendang? jd kn detik2 rendang ilang gada yg tau donk",0
@Msp04-explore,2025-03-29T04:00:55Z,Nama nya anak kecil siwillie MH engga pnya etika sopan santun😅,0
@wise_motivation88,2025-03-29T04:00:09Z,Aku Tim bobon 🎉🎉,0
@tiwiipratiwi9574,2025-03-29T03:55:15Z,Sorry dr awal kurang suka sm ni anak dr awal muncul.,0
@cetakgolll1073,2025-03-29T03:55:14Z,"Malaysia sudah maju ,Konoha masih mikirin gini aja 😢",0
@RegiSaputra-l2z,2025-03-29T03:55:13Z,Mantap mas bonn hajar orng ke gini nih,0
@GalengGaleng-y1k,2025-03-29T03:54:57Z,Capek gue ketawa anjir sama kelakuan Willy 🤣🤣,0
@kadekayu4439,2025-03-29T03:54:19Z,Kalian bertiga 👍👍👍<br>Putra &quot;unggulan negara kita 😇😇😇,0
@darisdelavena,2025-03-29T03:54:06Z,"Gw sih percaya kalo itu bukan settingan.<br>Si willi ke capean makanya dia istirahat di mobil.<br>Dan jangan lupa, kru yang jagain juga sama2 cape dong, makanya udh di suruh di ambilin aja, biar cepet kelar.<br><br>Kesalahan tetep ada di si willi sallim, dia ga berpengalaman bagi waktu kurangnya persiapan.",0
@decannis,2025-03-29T03:53:26Z,"komentar di sini masuk akal semua, beda sama di tt yang komentarnya sampah semua  menyudutkan tanpa melihat di berbagai platform",0
@ビービーカタリン,2025-03-29T03:52:41Z,Dari dia telfon kok songong banget ya gilak sih,0
@sechanalkurnis2707,2025-03-29T03:51:58Z,Kok gemeter ya suaranya?,0
@Faqih_Mc,2025-03-29T03:49:32Z,kebanyakan yang bela wilie itu folower nya yang mau digiveaway doang,0
@AsengSuhanda,2025-03-29T03:48:13Z,Willi salim slh pilih lawan,0
@stevenjr0127,2025-03-29T03:47:56Z,Masyarakat mana yg tdk bersyukur makan nasi sama telur 😂😂😂 mengambil keputusan sepiak 😢,0
@mamasziban,2025-03-29T03:47:28Z,"Lucu sih ,kebelet ,terus gk jadi ,masuk kemobil terus makan🙄🙄🙄",0
@dearahma3335,2025-03-29T03:46:31Z,Kok gw nonton warnanya abu&quot; ya gambarnya,0
@firdaushamdi254,2025-03-29T03:44:46Z,"Pintar sekali ngomong willi salim ini,harusnya jadi politikus bukan konten kreator",0
@amengsitoruspane829,2025-03-29T03:44:06Z,"Kalau sudah habis ya sudah lah. Walau gak mateng yg penting sodaqoh. Tp ya resikonya ada 2 berhasil dan tidak berhasil. Semoga masalahnya cpt selaesai, koh bobon baikan dg ws ❤❤❤❤. Ramadhan karim.",0
@AntiAntal-y9r,2025-03-29T03:42:19Z,"Salut sma tim bang bobon ,solid bnget., dan pnuh tnggung jwb dgn apa yg d lakukan .. gk ada 2 nya bang bobon 👍👍dlm masak besar nya",0
@ビービーカタリン,2025-03-29T03:42:13Z,Saya liat konten itu sih jls setingan <br>    Dari tim masak tentu ga masuk akal kalo pergi semua dan sampe masakan hilang <br>    Dan dari kesalahan itu malah pangil polisi seakan mau di ambil gambar <br><br>    Emang ga mikir resiko nih orang pencemaran nama baik satu suku lagi parah emang,0
@Faqih_Mc,2025-03-29T03:40:18Z,suara wilie kek nahan nangis,0
@ferryriaputra676,2025-03-29T03:40:04Z,Bocil 47,0
@shicacing9028,2025-03-29T03:39:06Z,Lebih percaya Khalid tiktok 😂,0
@cahrantau889,2025-03-29T03:38:12Z,Model begini di angkat jadi stafsus....buang2 anggaran aja,0
@julianawilliam1322,2025-03-29T03:31:35Z,"Bobon iri dn dengki mknya benci sma willie,willie slgi kmu msih mngandalkn Tuhan Yesus Kristus mka hdupmu akn dmai sejahtera tpi jika iman kmu kalah mlawan egomu utk mngikut jejak bobon,Roh kudus akn serta merta mningglknmu,krna tu7an hdup ini bkn utk mncari ksngan dunia,tpi mngerjakan perintah Tuhan utk peroleh keselamatan hdup kekal,,",0
@jakariavibes,2025-03-29T03:30:50Z,"om, kaos ganti om...    😁",0
@MaulidaIda-bf1yl,2025-03-29T03:29:36Z,Yg setuju om ded masak besar breng bobon,0
@finakarina3440,2025-03-29T03:28:14Z,Wili salim ke nya takut dek jawab pertanyaan bobon😂😂,0
@curahanlambungsuami,2025-03-29T03:28:12Z,Kenapa harus masak pake kuali+tungku raksasa daripada kuali+tungku biasa tapi dalam jumlah byk?,0
@Oma_L,2025-03-29T03:26:10Z,"Aku ngikuti bobon dari awal dia ada yutub ,tau aku dari ko riqky kakak nya awal aku GK suka bobon pecicilan orangnya,tp makin kesini suka bobon karena makin dewasa dari segi tingkahnya🎉❤",0
@indahramadani,2025-03-29T03:26:10Z,Stop follow willie salim,0
@purbaysulunk9344,2025-03-29T03:25:00Z,"Om , di rendahin bnget sama wily , pake telvon lg",0
@fazlanfazlan1568,2025-03-29T03:23:25Z,lu jaga2...nyawa lu mungkin terancam,0
@setianingsih3081,2025-03-29T03:16:37Z,Tetep semangat Willie Salim tetep berbuat baik y aq percaya itu tdk sengaja km lakukan 💪💪💪🔥🔥🔥🔥🔥,0
@eliyanafebrydamayanti9411,2025-03-29T03:15:43Z,"Halah bacot wil, emng bermasalah ajaa lu, cewe jadiin konten, dia yg godain livy tp dia juga yg lempar masalah ke livynya doang😂 sampenyg bermasalah cewenya samaa livh, genit bermasalah tp gamau diangep itu",0
@vidipepeng836,2025-03-29T03:15:24Z,Ini mah fitnah Wily Ingan  bulan puasa,0
@anggininidiakusmawan2616,2025-03-29T03:14:32Z,"dari kemarin rada ngedukung si WS ini ,tp setelah liat podcast ini si WS berbelit belit ttep mencari pembelaan ,dan penjelasan dia gaada yg masuk di logika ini <br>terlalu banyak alesan juga dan memang banyak kejanggalan ,sampe capek sendiri ngedenger omongan si ws",0
@pakjamal6450,2025-03-29T03:14:26Z,Siapa di sini yang gak dollow willi,0
@Davidlesung,2025-03-29T03:13:21Z,Masak rendang minim 3 jam,0
@sdncipakuperumda1654,2025-03-29T03:11:59Z,"Dari goblok goloknya di konten sampe minum cap orang tua, bobon ternyata dewasa bgt",0
@afnankusuma2368,2025-03-29T03:10:57Z,willie salim pantas disebut orang paling rasis di Indonesia,0
@purbaysulunk9344,2025-03-29T03:08:03Z,"Jujur w merasa om Dedy sama. Bng bobon rendah banget di mata Wily bangke itu karna satu ga mau minta maaf ke bng bobon , ke dua ngadu ke om Dedy dan ga ,Dateng abis bilang lagi galaw , berati klo LG kondisi stabil ga butuh om , om Dedy ngerti lach magsud saya tolong di bales kenapa mau di gituin sama bocah yng baru gede",0
@FitriYani-ms8xh,2025-03-29T03:04:34Z,Wili bangun masjid dan sekolah madrAsah d daerah sy kl ga percaya datang aja k muaragembong kl konten kreator menjelk2an sesama sm dg prsaingan tau lh,0
@Pertoiletan,2025-03-29T03:04:22Z,Si Kriting Raja Settingan,0
@sandifirmansyah9807,2025-03-29T03:03:59Z,"<a href=""https://www.youtube.com/watch?v=ygcodv_xrUE&amp;t=2178"">36:18</a> pertanyaan yg pas koh bobon😮",0
@abdulazizkhairuddin2539,2025-03-29T02:57:09Z,Paan si wili muter2 bae jawabnya kek menghindari pertanyataan wkw,0
@Montrol223,2025-03-29T02:56:16Z,Cerita ngebulet² makin keliatan banyak ngebohongnya,0
@MuhammadDoni-b2d,2025-03-29T02:54:41Z,Bang bobon kok di lawan sama willie,1
@ArisAgungIrawan,2025-03-29T02:50:47Z,Wong EDAN Willi Salim &quot; gak JD ke toilet karna jauh JD ke mobil buat makan&quot; 😂😂 koplokkk Sira Willi Salim bisa nya cuma NIPU 🙊🙉🙈🙉,1
@Rovers_ID,2025-03-29T02:49:59Z,Apakah saya sudah boleh ngomong kasar?,0
@mrabang7799,2025-03-29T02:48:02Z,Sebentar itu sempat makan istirahat ke toilet.. emang goblok nih..,0
@EitsMenu,2025-03-29T02:46:10Z,Sebenarnya pas masalah sama mami louise juga pas jawabnya tuh kyk setuju settinganloh.,0
@shadow1880,2025-03-29T02:44:17Z,Setahu saya Chef Ragil pelopor masak besar,0
@ericsenxu,2025-03-29T02:44:01Z,"Tapi DRL masak besar , rusuh lagi tuh ke2x nya dipalembang.. brarti valid dong org palembang itu titik titik 😅",0
@aryadoankzchannel7449,2025-03-29T02:43:06Z,"Sblm bobon GK suka &amp; tau konten willie salim itu setingan W udh sependapat dgn bobon.., Krn W mikir pke logika..",0
@bilqiskalista-n4n,2025-03-29T02:40:51Z,Males banget denger suara willi... 😁,0
@RessyRevisa,2025-03-29T02:40:10Z,"Semua konten tu juga settingan kalii, apapun itu pasti udh settingan",0
@yulnahayati5469,2025-03-29T02:34:41Z,Mending aisar datang keprabumulih ngasih tiket umroh ke emak emak gak ada kasus terus baik gak marah 👍🏻,0
@zeANISAmusic-1,2025-03-29T02:34:25Z,"Gak habis pikir kalau memang dia setting semua, gak mikir akibatnya 😢",0
@aryakumara2759,2025-03-29T02:33:54Z,Kelas king bobon🔥🔥🙌🏻🙏🏻,0
@ilhnsyhrz,2025-03-29T02:33:49Z,WIL WIL WIL GUA NGADAK LU.. DEMI KONTEN JADI BANYAK ORANG  YG DIRUGIKAN TERUTAMA PALEMBANG,0
@Rywinee,2025-03-29T02:33:07Z,"tengil emang anak ini, ke lampung abis lu kena usir anak kampang cuihh",0
@CherryBlossomssQ,2025-03-29T02:30:36Z,lucu ya.. baru tau ada orang kebelet jadinya makan.. ini kebelet makan nyarinya toilet apa gmn 😂😂😂😂,0
@dwisetiyorini2136,2025-03-29T02:30:05Z,Belibet banget si willie,0
@tandatanya4830,2025-03-29T02:29:31Z,soalnya sejujurjujurnya <br>jadi ya tidak jujur😅😅,0
@Siskaa-t7x,2025-03-29T02:28:20Z,"Warga 62+ mendukung Bobon ,  🎉 sejauh ini bobon sangat mengedukasi kita semua❤",0
@Kristanto-k5v,2025-03-29T02:27:13Z,Aku dukung willy,0
@rianirwandi5934,2025-03-29T02:27:04Z,Bobon iri jika org sukses,0
@alphaomega5812,2025-03-29T02:26:46Z,"NILAI MORAL NYA, MESKIPUN SETTINGAN WARGA LOKALNYA JUGA DOYAN JARAH MAKANAN PADAHAL GAK ADA INSTRUKSI PEMILIK ACARA, SAMA AJA KAYAK KASUS KECELAKAAN LOGISTIK DIJARAH WARGA SEKITAR, SAMA-SAMA SALAH GAK USAH SOK PALING TERNODAI NAMA DAERAH NYA CERMINAN MASYARAKAT NYA JUGA HAHAHA",0
@rianirwandi5934,2025-03-29T02:26:03Z,Adu  bobon jangan cepat baper bos jangan mudah cepat tersinggung berfikir positif lah bobon,0
@AmaAma-co8ij,2025-03-29T02:25:18Z,"Muter2 kalok ngomong Willy Salim ,,public speaking nya 0,,,,slalu mengunggulkan diri nya pribadi,,,",0
@BilalHikam-jk8ru,2025-03-29T02:22:35Z,"Sumpah warga youtube cerdas cerdas ya, warga tiktok gila bgt buzzer nya, banyak yg fomo. Parah bgt memecah belah bangsanya, Pelembang itu masih Indonesia Hey...<br>Gila ni semua gara gara Si Willy Bocil  semuanya",0
